zone_id,avg_lat,avg_long
22,40.60873699999999,-73.99478077777776
24,40.802096875000004,-73.964916
28,40.71151996153846,-73.80653757692308
31,40.858931833333344,-73.8738653
30,40.6037237837838,-73.82209097297297
34,40.70151851999999,-73.9711722
35,40.65947115789474,-73.9079364736842
189,40.67621650000001,-73.96729342857144
37,40.69637140740741,-73.92281537037037
218,40.672571399999995,-73.77053880000001
45,40.712835454545456,-73.99811863636364
70,40.76326094117647,-73.86712217647059
42,40.822545,-73.93948835
169,40.84850292857143,-73.90539035714286
43,40.781595333333335,-73.96712091666667
71,40.643323349999996,-73.93837524999999
47,40.84612113043479,-73.89797769565216
48,40.76067,-73.990068625
50,40.767397,-73.9960064
60,40.83319541666666,-73.88569741666667
61,40.67461356521739,-73.9399844347826
77,40.666161842105254,-73.89472068421054
72,40.65267045833334,-73.92196420833334
67,40.617379739130435,-74.01558182608697
63,40.68201497297298,-73.88120851351353
65,40.6955448125,-73.98503937500001
73,40.752922263157885,-73.807005
66,40.70235955555556,-73.98441188888889
68,40.74697690000001,-74.0005764
69,40.82944963636364,-73.91604390909089
74,40.8029806,-73.93788572
152,40.81967864285714,-73.95362614285715
97,40.69164172727273,-73.97526990909091
75,40.789914875,-73.943029875
78,40.84592061290323,-73.88203525806452
81,40.87979840909092,-73.8283843181818
94,40.859342944444435,-73.89841277777778
87,40.70607941666667,-74.00650008333332
107,40.73593558333334,-73.98268991666667
82,40.737311240000004,-73.87889268
83,40.73809489285715,-73.89258539285716
88,40.703903555555556,-74.01080266666666
89,40.639277066666665,-73.96153566666665
165,40.62097642857144,-73.95667433333334
91,40.62677096774194,-73.93334800000001
92,40.7628472051282,-73.82839515384615
95,40.722461714285714,-73.84886575
96,40.69686172,-73.87281091999999
116,40.82671533333333,-73.94893819047618
98,40.73415417857142,-73.77250835714287
166,40.8094526,-73.96049459999999
101,40.745102238095235,-73.71636319047619
188,40.6595822,-73.94666005000002
103,40.689592166666664,-74.01800658333335
106,40.674490923076924,-73.99014153846153
108,40.58858067857143,-73.98503860714287
113,40.731216874999994,-73.99406825
114,40.72782077777777,-73.99674366666666
115,40.618950034482765,-74.0860054827586
119,40.837713866666654,-73.9251344
122,40.71200494117647,-73.76280358823529
120,40.84643226923077,-73.93050715384616
121,40.72748712,-73.80221952
126,40.8143081,-73.88783496666666
129,40.760436399999996,-73.8853523
134,40.706841294117645,-73.82925647058822
170,40.74715157142857,-73.97709742857144
130,40.705506171428574,-73.79031220000002
140,40.7634665,-73.95568583333333
131,40.720719999999986,-73.77325765517242
159,40.81885361111111,-73.91617972222224
135,40.73076653333333,-73.82132716666666
136,40.86542358333333,-73.90557316666668
137,40.73945754545455,-73.9761279090909
143,40.778544357142856,-73.98691157142856
146,40.75236418181818,-73.9359921818182
138,40.775156583333334,-73.87562341666666
157,40.72260247619049,-73.90267659523812
158,40.73465145454545,-74.00970854545454
160,40.71872275757576,-73.88485230303031
162,40.75651333333334,-73.97280022222223
167,40.82741833333333,-73.90044344444443
171,40.76824058333333,-73.80776729166669
209,40.70880869999999,-74.0039183
172,40.570702375,-74.10527470833334
174,40.877206750000006,-73.87959629166666
217,40.7034968125,-73.9575201875
168,40.80766191428573,-73.91509042857142
175,40.7443654883721,-73.75488225581397
181,40.67039708333332,-73.98105616666666
176,40.56020366666666,-74.12175777777776
239,40.78214225000001,-73.98126041666667
177,40.677533875,-73.910794875
185,40.853655285714275,-73.85139009523807
227,40.638752999999994,-74.00606812499998
190,40.660255500000005,-73.96899772222223
234,40.740559000000005,-73.99133354545454
197,40.694737666666676,-73.83360704166667
263,40.777480600000004,-73.95134379999999
187,40.62638012121212,-74.14094448484849
191,40.7132719032258,-73.7433927419355
192,40.744017482758615,-73.81649127586206
194,40.79300383333334,-73.92595796666669
196,40.723871333333335,-73.86128004761905
258,40.68811561904762,-73.85404076190477
212,40.82834,-73.87234055555557
262,40.7778105,-73.945064875
195,40.6745888,-74.00962677142854
198,40.7066065,-73.90404873333334
215,40.69314,-73.79071031999997
216,40.676080681818185,-73.81865331818182
200,40.896557249999994,-73.90621237500001
204,40.54025936666665,-74.20867836666666
230,40.758821,-73.98418219999999
201,40.57948582758621,-73.83994175862068
202,40.76373391666666,-73.94798791666666
205,40.69265282051282,-73.76507315384616
214,40.59065224242424,-74.08379257575757
231,40.717992692307696,-74.00811707692307
219,40.66155837037037,-73.76704655555557
220,40.88232996774194,-73.91036316129032
224,40.73227018181818,-73.97706109090907
221,40.62195588888889,-74.07521108333331
225,40.68436408333333,-73.92923583333332
232,40.71520375,-73.98329568749999
233,40.74872366666667,-73.97051116666667
235,40.854538,-73.91397566666667
255,40.720118166666666,-73.95700183333334
240,40.89119447058823,-73.87948861764708
242,40.84873621951219,-73.84997202439024
247,40.83041413043479,-73.92322908695652
243,40.85656095652173,-73.93297213043478
244,40.84193857142858,-73.9416022857143
249,40.73377128571428,-74.00247328571429
246,40.75308668750001,-74.00477099999998
250,40.83440252173914,-73.8453897826087
251,40.61795455882353,-74.12654282352942
254,40.8815299090909,-73.85868577272727
260,40.74437106666667,-73.90674373333336
261,40.708088,-74.01357709999999
0,0,0
